Thu Jan 31 14:00:08 CST 2019 Starting regionserver on hadoop02
core file size          (blocks, -c) 0
2019-01-31 14:00:18,170 INFO  [RS_OPEN_META-regionserver/hadoop02:16020-0] regionserver.HRegion: Opened 1588230740; next sequenceid=555
2019-01-31 14:00:18,211 INFO  [PostOpenDeployTasks:1588230740] regionserver.HRegionServer: Post open deploy tasks for hbase:meta,,1.1588230740
2019-01-31 14:00:19,902 INFO  [RpcServer.priority.FPBQ.Fifo.handler=14,queue=0,port=16020] regionserver.RSRpcServices: Open SYSTEM.LOG,\x07\x00\x00\x00,1548137049643.9f22582252e765ab059298d3c4fafa58.
2019-01-31 14:00:19,924 INFO  [RpcServer.priority.FPBQ.Fifo.handler=14,queue=0,port=16020] regionserver.RSRpcServices: Open SYSTEM.LOG,\x08\x00\x00\x00,1548137049643.b18cb701647c6c31d93b1472b20d009e.
2019-01-31 14:00:19,925 INFO  [RpcServer.priority.FPBQ.Fifo.handler=14,queue=0,port=16020] regionserver.RSRpcServices: Open SYSTEM.LOG,\x06\x00\x00\x00,1548137049643.78f16e0d1e4eea6b6f0cc478976ad96d.
2019-01-31 14:00:19,928 INFO  [RpcServer.priority.FPBQ.Fifo.handler=14,queue=0,port=16020] regionserver.RSRpcServices: Open SYSTEM.CATALOG,,1548137041063.6ad35f07b9732e50cf077c15aaa7d112.
2019-01-31 14:00:19,934 INFO  [RpcServer.priority.FPBQ.Fifo.handler=14,queue=0,port=16020] regionserver.RSRpcServices: Open SYSTEM.LOG,\x0A\x00\x00\x00,1548137049643.1d4c6c3e8fd01e610a0f02e27eb0d97c.
2019-01-31 14:00:19,935 INFO  [RpcServer.priority.FPBQ.Fifo.handler=14,queue=0,port=16020] regionserver.RSRpcServices: Open member,,1548124970985.611b2a95ef2057e5912c78ad1705819d.
2019-01-31 14:00:19,942 INFO  [RpcServer.priority.FPBQ.Fifo.handler=14,queue=0,port=16020] regionserver.RSRpcServices: Open SYSTEM.LOG,\x0E\x00\x00\x00,1548137049643.63ede4b6fc8dece0e216ba9ba96fe647.
2019-01-31 14:00:19,942 INFO  [RpcServer.priority.FPBQ.Fifo.handler=14,queue=0,port=16020] regionserver.RSRpcServices: Open SYSTEM.STATS,,1548137047581.2d7f074f1c12884c88ac0ce7b209c019.
2019-01-31 14:00:19,949 INFO  [RpcServer.priority.FPBQ.Fifo.handler=14,queue=0,port=16020] regionserver.RSRpcServices: Open test1,,1548138678732.d1638ba81e7c7cd4fd31fd3326368a49.
2019-01-31 14:00:19,959 INFO  [RpcServer.priority.FPBQ.Fifo.handler=14,queue=0,port=16020] regionserver.RSRpcServices: Open SYSTEM.LOG,,1548137049643.1b9257d8abebee88fdbfddd525b15faa.
2019-01-31 14:00:19,962 INFO  [RpcServer.priority.FPBQ.Fifo.handler=14,queue=0,port=16020] regionserver.RSRpcServices: Open SYSTEM.LOG,\x05\x00\x00\x00,1548137049643.b2ad042c3dc5dbaca09326b5a2c7c684.
2019-01-31 14:00:19,973 INFO  [StoreOpener-611b2a95ef2057e5912c78ad1705819d-1] hfile.CacheConfig: Created cacheConfig for address: blockCache=LruBlockCache{blockCount=20, currentSize=736.13 KB, freeSize=786.78 MB, maxSize=787.50 MB, heapSize=736.13 KB, minSize=748.13 MB, minFactor=0.95, multiSize=374.06 MB, multiFactor=0.5, singleSize=187.03 MB, singleFactor=0.25}, cacheDataOnRead=true, cacheDataOnWrite=false, cacheIndexesOnWrite=false, cacheBloomsOnWrite=false, cacheEvictOnClose=false, cacheDataCompressed=false, prefetchOnOpen=false
2019-01-31 14:00:19,979 INFO  [StoreOpener-611b2a95ef2057e5912c78ad1705819d-1] compactions.CompactionConfiguration: size [128 MB, 8.00 EB, 8.00 EB); files [3, 10); ratio 1.200000; off-peak ratio 5.000000; throttle point 2684354560; major period 604800000, major jitter 0.500000, min locality to compact 0.000000; tiered compaction: max_age 9223372036854775807, incoming window min 6, compaction policy for tiered window org.apache.hadoop.hbase.regionserver.compactions.ExploringCompactionPolicy, single output for minor true, compaction window factory org.apache.hadoop.hbase.regionserver.compactions.ExponentialCompactionWindowFactory
2019-01-31 14:00:20,002 INFO  [StoreOpener-611b2a95ef2057e5912c78ad1705819d-1] regionserver.HStore: Store=address,  memstore type=DefaultMemStore, storagePolicy=HOT, verifyBulkLoads=false, parallelPutCountPrintThreshold=50, encoding=NONE, compression=NONE
2019-01-31 14:00:20,006 INFO  [StoreOpener-611b2a95ef2057e5912c78ad1705819d-1] hfile.CacheConfig: Created cacheConfig for info: blockCache=LruBlockCache{blockCount=20, currentSize=736.13 KB, freeSize=786.78 MB, maxSize=787.50 MB, heapSize=736.13 KB, minSize=748.13 MB, minFactor=0.95, multiSize=374.06 MB, multiFactor=0.5, singleSize=187.03 MB, singleFactor=0.25}, cacheDataOnRead=true, cacheDataOnWrite=false, cacheIndexesOnWrite=false, cacheBloomsOnWrite=false, cacheEvictOnClose=false, cacheDataCompressed=false, prefetchOnOpen=false
2019-01-31 14:00:20,007 INFO  [StoreOpener-611b2a95ef2057e5912c78ad1705819d-1] compactions.CompactionConfiguration: size [128 MB, 8.00 EB, 8.00 EB); files [3, 10); ratio 1.200000; off-peak ratio 5.000000; throttle point 2684354560; major period 604800000, major jitter 0.500000, min locality to compact 0.000000; tiered compaction: max_age 9223372036854775807, incoming window min 6, compaction policy for tiered window org.apache.hadoop.hbase.regionserver.compactions.ExploringCompactionPolicy, single output for minor true, compaction window factory org.apache.hadoop.hbase.regionserver.compactions.ExponentialCompactionWindowFactory
2019-01-31 14:00:20,008 INFO  [StoreOpener-611b2a95ef2057e5912c78ad1705819d-1] regionserver.HStore: Store=info,  memstore type=DefaultMemStore, storagePolicy=HOT, verifyBulkLoads=false, parallelPutCountPrintThreshold=50, encoding=NONE, compression=NONE
2019-01-31 14:00:20,013 INFO  [StoreOpener-611b2a95ef2057e5912c78ad1705819d-1] hfile.CacheConfig: Created cacheConfig for member_id: blockCache=LruBlockCache{blockCount=20, currentSize=736.13 KB, freeSize=786.78 MB, maxSize=787.50 MB, heapSize=736.13 KB, minSize=748.13 MB, minFactor=0.95, multiSize=374.06 MB, multiFactor=0.5, singleSize=187.03 MB, singleFactor=0.25}, cacheDataOnRead=true, cacheDataOnWrite=false, cacheIndexesOnWrite=false, cacheBloomsOnWrite=false, cacheEvictOnClose=false, cacheDataCompressed=false, prefetchOnOpen=false
2019-01-31 14:00:20,014 INFO  [StoreOpener-611b2a95ef2057e5912c78ad1705819d-1] compactions.CompactionConfiguration: size [128 MB, 8.00 EB, 8.00 EB); files [3, 10); ratio 1.200000; off-peak ratio 5.000000; throttle point 2684354560; major period 604800000, major jitter 0.500000, min locality to compact 0.000000; tiered compaction: max_age 9223372036854775807, incoming window min 6, compaction policy for tiered window org.apache.hadoop.hbase.regionserver.compactions.ExploringCompactionPolicy, single output for minor true, compaction window factory org.apache.hadoop.hbase.regionserver.compactions.ExponentialCompactionWindowFactory
2019-01-31 14:00:20,015 INFO  [StoreOpener-611b2a95ef2057e5912c78ad1705819d-1] regionserver.HStore: Store=member_id,  memstore type=DefaultMemStore, storagePolicy=HOT, verifyBulkLoads=false, parallelPutCountPrintThreshold=50, encoding=NONE, compression=NONE
2019-01-31 14:00:20,037 INFO  [RS_OPEN_REGION-regionserver/hadoop02:16020-0] regionserver.HRegion: Opened 611b2a95ef2057e5912c78ad1705819d; next sequenceid=24
2019-01-31 14:00:20,041 INFO  [PostOpenDeployTasks:611b2a95ef2057e5912c78ad1705819d] regionserver.HRegionServer: Post open deploy tasks for member,,1548124970985.611b2a95ef2057e5912c78ad1705819d.
2019-01-31 14:00:20,063 INFO  [RpcServer.priority.FPBQ.Fifo.handler=11,queue=1,port=16020] regionserver.RSRpcServices: Open SYSTEM.LOG,\x14\x00\x00\x00,1548137049643.cd4da74775d8c4abecf7f61900282426.
2019-01-31 14:00:20,068 INFO  [RpcServer.priority.FPBQ.Fifo.handler=11,queue=1,port=16020] regionserver.RSRpcServices: Open SYSTEM.LOG,\x1D\x00\x00\x00,1548137049643.da03857e67f74c20ea5405c2d45d631f.
2019-01-31 14:00:20,068 INFO  [RpcServer.priority.FPBQ.Fifo.handler=11,queue=1,port=16020] regionserver.RSRpcServices: Open SYSTEM.LOG,\x1A\x00\x00\x00,1548137049643.cfe09bf39be939b0521a283fefb8bb3b.
2019-01-31 14:00:20,069 INFO  [RpcServer.priority.FPBQ.Fifo.handler=11,queue=1,port=16020] regionserver.RSRpcServices: Open SYSTEM.LOG,\x1F\x00\x00\x00,1548137049643.3d883d8148b2697fbeb93d14adbd1c06.
2019-01-31 14:00:20,069 INFO  [RpcServer.priority.FPBQ.Fifo.handler=11,queue=1,port=16020] regionserver.RSRpcServices: Open SYSTEM.LOG,\x15\x00\x00\x00,1548137049643.dc3e46cbcb349c65899f7a02a21e0b8c.
2019-01-31 14:00:20,069 INFO  [RpcServer.priority.FPBQ.Fifo.handler=11,queue=1,port=16020] regionserver.RSRpcServices: Open SYSTEM.LOG,\x16\x00\x00\x00,1548137049643.2cfbff739c34c6d7d5c9010ce271b3f6.
2019-01-31 14:00:20,070 INFO  [RpcServer.priority.FPBQ.Fifo.handler=11,queue=1,port=16020] regionserver.RSRpcServices: Open SYSTEM.LOG,\x0D\x00\x00\x00,1548137049643.8b7abb14b4a934ba46c1bdffd20a3c75.
2019-01-31 14:00:20,070 INFO  [RpcServer.priority.FPBQ.Fifo.handler=11,queue=1,port=16020] regionserver.RSRpcServices: Open SYSTEM.LOG,\x1C\x00\x00\x00,1548137049643.cf6a9cf1d2cb91ce2d3f292d6f885c94.
2019-01-31 14:00:20,070 INFO  [RpcServer.priority.FPBQ.Fifo.handler=11,queue=1,port=16020] regionserver.RSRpcServices: Open SYSTEM.LOG,\x11\x00\x00\x00,1548137049643.6ec6e1233dcbbfb8d5ac73c34956a2bd.
2019-01-31 14:00:20,101 INFO  [RS_OPEN_PRIORITY_REGION-regionserver/hadoop02:16020-1] parallel.ThreadPoolManager: Creating new pool for hadoop02,16020,1548914409681-index-writer
2019-01-31 14:00:20,111 INFO  [RS_OPEN_PRIORITY_REGION-regionserver/hadoop02:16020-1] parallel.ThreadPoolManager: Creating new pool for hadoop02,16020,1548914409681-recovery-writer
2019-01-31 14:00:20,115 INFO  [ReadOnlyZKClient-hadoop01:2181,hadoop02:2181,hadoop03:2181@0x74449d8e] zookeeper.ZooKeeper: Initiating client connection, connectString=hadoop01:2181,hadoop02:2181,hadoop03:2181 sessionTimeout=120000 watcher=org.apache.hadoop.hbase.zookeeper.ReadOnlyZKClient$$Lambda$37/2125150784@3ba9abf1
2019-01-31 14:00:20,116 INFO  [ReadOnlyZKClient-hadoop01:2181,hadoop02:2181,hadoop03:2181@0x62f53e65] zookeeper.ZooKeeper: Initiating client connection, connectString=hadoop01:2181,hadoop02:2181,hadoop03:2181 sessionTimeout=120000 watcher=org.apache.hadoop.hbase.zookeeper.ReadOnlyZKClient$$Lambda$37/2125150784@3ba9abf1
2019-01-31 14:00:20,117 INFO  [ReadOnlyZKClient-hadoop01:2181,hadoop02:2181,hadoop03:2181@0x59f54c56] zookeeper.ZooKeeper: Initiating client connection, connectString=hadoop01:2181,hadoop02:2181,hadoop03:2181 sessionTimeout=120000 watcher=org.apache.hadoop.hbase.zookeeper.ReadOnlyZKClient$$Lambda$37/2125150784@3ba9abf1
2019-01-31 14:00:20,118 INFO  [ReadOnlyZKClient-hadoop01:2181,hadoop02:2181,hadoop03:2181@0x01cae8e2] zookeeper.ZooKeeper: Initiating client connection, connectString=hadoop01:2181,hadoop02:2181,hadoop03:2181 sessionTimeout=120000 watcher=org.apache.hadoop.hbase.zookeeper.ReadOnlyZKClient$$Lambda$37/2125150784@3ba9abf1
2019-01-31 14:00:20,122 INFO  [ReadOnlyZKClient-hadoop01:2181,hadoop02:2181,hadoop03:2181@0x62f53e65-SendThread(hadoop01:2181)] zookeeper.ClientCnxn: Opening socket connection to server hadoop01/172.16.18.13:2181. Will not attempt to authenticate using SASL (unknown error)
2019-01-31 14:00:20,122 INFO  [ReadOnlyZKClient-hadoop01:2181,hadoop02:2181,hadoop03:2181@0x74449d8e-SendThread(hadoop01:2181)] zookeeper.ClientCnxn: Opening socket connection to server hadoop01/172.16.18.13:2181. Will not attempt to authenticate using SASL (unknown error)
2019-01-31 14:00:20,123 INFO  [ReadOnlyZKClient-hadoop01:2181,hadoop02:2181,hadoop03:2181@0x74449d8e-SendThread(hadoop01:2181)] zookeeper.ClientCnxn: Socket connection established to hadoop01/172.16.18.13:2181, initiating session
2019-01-31 14:00:20,125 INFO  [ReadOnlyZKClient-hadoop01:2181,hadoop02:2181,hadoop03:2181@0x59f54c56-SendThread(hadoop03:2181)] zookeeper.ClientCnxn: Opening socket connection to server hadoop03/172.16.18.15:2181. Will not attempt to authenticate using SASL (unknown error)
2019-01-31 14:00:20,125 INFO  [ReadOnlyZKClient-hadoop01:2181,hadoop02:2181,hadoop03:2181@0x01cae8e2-SendThread(hadoop02:2181)] zookeeper.ClientCnxn: Opening socket connection to server hadoop02/172.16.18.14:2181. Will not attempt to authenticate using SASL (unknown error)
2019-01-31 14:00:20,126 INFO  [ReadOnlyZKClient-hadoop01:2181,hadoop02:2181,hadoop03:2181@0x59f54c56-SendThread(hadoop03:2181)] zookeeper.ClientCnxn: Socket connection established to hadoop03/172.16.18.15:2181, initiating session
2019-01-31 14:00:20,126 INFO  [ReadOnlyZKClient-hadoop01:2181,hadoop02:2181,hadoop03:2181@0x74449d8e-SendThread(hadoop01:2181)] zookeeper.ClientCnxn: Session establishment complete on server hadoop01/172.16.18.13:2181, sessionid = 0x10012bb627f0094, negotiated timeout = 40000
2019-01-31 14:00:20,128 INFO  [ReadOnlyZKClient-hadoop01:2181,hadoop02:2181,hadoop03:2181@0x62f53e65-SendThread(hadoop01:2181)] zookeeper.ClientCnxn: Socket connection established to hadoop01/172.16.18.13:2181, initiating session
2019-01-31 14:00:20,131 INFO  [ReadOnlyZKClient-hadoop01:2181,hadoop02:2181,hadoop03:2181@0x62f53e65-SendThread(hadoop01:2181)] zookeeper.ClientCnxn: Session establishment complete on server hadoop01/172.16.18.13:2181, sessionid = 0x10012bb627f0095, negotiated timeout = 40000
2019-01-31 14:00:20,132 INFO  [ReadOnlyZKClient-hadoop01:2181,hadoop02:2181,hadoop03:2181@0x59f54c56-SendThread(hadoop03:2181)] zookeeper.ClientCnxn: Session establishment complete on server hadoop03/172.16.18.15:2181, sessionid = 0x30012bb5d680089, negotiated timeout = 40000
2019-01-31 14:00:20,133 INFO  [ReadOnlyZKClient-hadoop01:2181,hadoop02:2181,hadoop03:2181@0x01cae8e2-SendThread(hadoop02:2181)] zookeeper.ClientCnxn: Socket connection established to hadoop02/172.16.18.14:2181, initiating session
2019-01-31 14:00:20,139 INFO  [ReadOnlyZKClient-hadoop01:2181,hadoop02:2181,hadoop03:2181@0x01cae8e2-SendThread(hadoop02:2181)] zookeeper.ClientCnxn: Session establishment complete on server hadoop02/172.16.18.14:2181, sessionid = 0x20012bb61d60095, negotiated timeout = 40000
2019-01-31 14:00:20,148 INFO  [RS_OPEN_PRIORITY_REGION-regionserver/hadoop02:16020-2] regionserver.RegionCoprocessorHost: Loaded coprocessor org.apache.phoenix.hbase.index.Indexer from HTD of SYSTEM.LOG successfully.
2019-01-31 14:00:20,149 INFO  [RS_OPEN_PRIORITY_REGION-regionserver/hadoop02:16020-0] regionserver.RegionCoprocessorHost: Loaded coprocessor org.apache.phoenix.hbase.index.Indexer from HTD of SYSTEM.LOG successfully.
2019-01-31 14:00:20,148 INFO  [RS_OPEN_REGION-regionserver/hadoop02:16020-1] regionserver.RegionCoprocessorHost: Loaded coprocessor org.apache.phoenix.hbase.index.Indexer from HTD of test1 successfully.
2019-01-31 14:00:20,148 INFO  [RS_OPEN_PRIORITY_REGION-regionserver/hadoop02:16020-1] regionserver.RegionCoprocessorHost: Loaded coprocessor org.apache.phoenix.hbase.index.Indexer from HTD of SYSTEM.LOG successfully.
2019-01-31 14:00:20,165 INFO  [RS_OPEN_PRIORITY_REGION-regionserver/hadoop02:16020-0] regionserver.RegionCoprocessorHost: Loaded coprocessor org.apache.phoenix.coprocessor.GroupedAggregateRegionObserver from HTD of SYSTEM.LOG successfully.
2019-01-31 14:00:20,166 INFO  [RS_OPEN_PRIORITY_REGION-regionserver/hadoop02:16020-1] regionserver.RegionCoprocessorHost: Loaded coprocessor org.apache.phoenix.coprocessor.GroupedAggregateRegionObserver from HTD of SYSTEM.LOG successfully.
2019-01-31 14:00:20,166 INFO  [RS_OPEN_PRIORITY_REGION-regionserver/hadoop02:16020-2] regionserver.RegionCoprocessorHost: Loaded coprocessor org.apache.phoenix.coprocessor.GroupedAggregateRegionObserver from HTD of SYSTEM.LOG successfully.
2019-01-31 14:00:20,166 INFO  [RS_OPEN_REGION-regionserver/hadoop02:16020-1] regionserver.RegionCoprocessorHost: Loaded coprocessor org.apache.phoenix.coprocessor.GroupedAggregateRegionObserver from HTD of test1 successfully.
2019-01-31 14:00:20,172 INFO  [RS_OPEN_PRIORITY_REGION-regionserver/hadoop02:16020-2] regionserver.RegionCoprocessorHost: Loaded coprocessor org.apache.phoenix.coprocessor.ServerCachingEndpointImpl from HTD of SYSTEM.LOG successfully.
2019-01-31 14:00:20,172 INFO  [RS_OPEN_REGION-regionserver/hadoop02:16020-1] regionserver.RegionCoprocessorHost: Loaded coprocessor org.apache.phoenix.coprocessor.ServerCachingEndpointImpl from HTD of test1 successfully.
2019-01-31 14:00:20,172 INFO  [RS_OPEN_PRIORITY_REGION-regionserver/hadoop02:16020-0] regionserver.RegionCoprocessorHost: Loaded coprocessor org.apache.phoenix.coprocessor.ServerCachingEndpointImpl from HTD of SYSTEM.LOG successfully.
2019-01-31 14:00:20,172 INFO  [RS_OPEN_PRIORITY_REGION-regionserver/hadoop02:16020-1] regionserver.RegionCoprocessorHost: Loaded coprocessor org.apache.phoenix.coprocessor.ServerCachingEndpointImpl from HTD of SYSTEM.LOG successfully.
2019-01-31 14:00:20,173 INFO  [RS_OPEN_REGION-regionserver/hadoop02:16020-1] regionserver.RegionCoprocessorHost: Loaded coprocessor org.apache.phoenix.coprocessor.ScanRegionObserver from HTD of test1 successfully.
2019-01-31 14:00:20,173 INFO  [RS_OPEN_PRIORITY_REGION-regionserver/hadoop02:16020-0] regionserver.RegionCoprocessorHost: Loaded coprocessor org.apache.phoenix.coprocessor.ScanRegionObserver from HTD of SYSTEM.LOG successfully.
2019-01-31 14:00:20,173 INFO  [RS_OPEN_PRIORITY_REGION-regionserver/hadoop02:16020-2] regionserver.RegionCoprocessorHost: Loaded coprocessor org.apache.phoenix.coprocessor.ScanRegionObserver from HTD of SYSTEM.LOG successfully.
2019-01-31 14:00:20,175 INFO  [RS_OPEN_PRIORITY_REGION-regionserver/hadoop02:16020-1] regionserver.RegionCoprocessorHost: Loaded coprocessor org.apache.phoenix.coprocessor.ScanRegionObserver from HTD of SYSTEM.LOG successfully.
2019-01-31 14:00:20,184 INFO  [HBase-Metrics2-1] impl.GlobalMetricRegistriesAdapter: Registering RegionServer,sub=Coprocessor.Region.CP_org.apache.phoenix.hbase.index.Indexer Metrics about HBase RegionObservers
2019-01-31 14:00:20,185 INFO  [HBase-Metrics2-1] impl.GlobalMetricRegistriesAdapter: Registering RegionServer,sub=Coprocessor.Region.CP_org.apache.phoenix.coprocessor.ScanRegionObserver Metrics about HBase RegionObservers
2019-01-31 14:00:20,186 INFO  [HBase-Metrics2-1] impl.GlobalMetricRegistriesAdapter: Registering RegionServer,sub=Coprocessor.Region.CP_org.apache.phoenix.coprocessor.UngroupedAggregateRegionObserver Metrics about HBase RegionObservers
2019-01-31 14:00:20,186 INFO  [HBase-Metrics2-1] impl.GlobalMetricRegistriesAdapter: Registering RegionServer,sub=Coprocessor.Region.CP_org.apache.hadoop.hbase.coprocessor.MultiRowMutationEndpoint Metrics about HBase RegionObservers
2019-01-31 14:00:20,187 INFO  [HBase-Metrics2-1] impl.GlobalMetricRegistriesAdapter: Registering RegionServer,sub=Coprocessor.Region.CP_org.apache.phoenix.coprocessor.GroupedAggregateRegionObserver Metrics about HBase RegionObservers
2019-01-31 14:00:20,187 INFO  [HBase-Metrics2-1] impl.GlobalMetricRegistriesAdapter: Registering RegionServer,sub=Coprocessor.Region.CP_org.apache.phoenix.coprocessor.ServerCachingEndpointImpl Metrics about HBase RegionObservers
2019-01-31 14:00:20,323 INFO  [RS_OPEN_REGION-regionserver/hadoop02:16020-1] regionserver.RegionCoprocessorHost: Loaded coprocessor org.apache.phoenix.coprocessor.UngroupedAggregateRegionObserver from HTD of test1 successfully.
2019-01-31 14:00:20,339 INFO  [RS_OPEN_PRIORITY_REGION-regionserver/hadoop02:16020-0] regionserver.RegionCoprocessorHost: Loaded coprocessor org.apache.phoenix.coprocessor.UngroupedAggregateRegionObserver from HTD of SYSTEM.LOG successfully.
2019-01-31 14:00:20,340 INFO  [RS_OPEN_PRIORITY_REGION-regionserver/hadoop02:16020-2] regionserver.RegionCoprocessorHost: Loaded coprocessor org.apache.phoenix.coprocessor.UngroupedAggregateRegionObserver from HTD of SYSTEM.LOG successfully.
2019-01-31 14:00:20,348 INFO  [RS_OPEN_PRIORITY_REGION-regionserver/hadoop02:16020-1] regionserver.RegionCoprocessorHost: Loaded coprocessor org.apache.phoenix.coprocessor.UngroupedAggregateRegionObserver from HTD of SYSTEM.LOG successfully.
2019-01-31 14:00:20,360 INFO  [StoreOpener-d1638ba81e7c7cd4fd31fd3326368a49-1] hfile.CacheConfig: Created cacheConfig for i: blockCache=LruBlockCache{blockCount=20, currentSize=736.13 KB, freeSize=786.78 MB, maxSize=787.50 MB, heapSize=736.13 KB, minSize=748.13 MB, minFactor=0.95, multiSize=374.06 MB, multiFactor=0.5, singleSize=187.03 MB, singleFactor=0.25}, cacheDataOnRead=true, cacheDataOnWrite=false, cacheIndexesOnWrite=false, cacheBloomsOnWrite=false, cacheEvictOnClose=false, cacheDataCompressed=false, prefetchOnOpen=false
2019-01-31 14:00:20,361 INFO  [StoreOpener-d1638ba81e7c7cd4fd31fd3326368a49-1] compactions.CompactionConfiguration: size [128 MB, 8.00 EB, 8.00 EB); files [3, 10); ratio 1.200000; off-peak ratio 5.000000; throttle point 2684354560; major period 604800000, major jitter 0.500000, min locality to compact 0.000000; tiered compaction: max_age 9223372036854775807, incoming window min 6, compaction policy for tiered window org.apache.hadoop.hbase.regionserver.compactions.ExploringCompactionPolicy, single output for minor true, compaction window factory org.apache.hadoop.hbase.regionserver.compactions.ExponentialCompactionWindowFactory
2019-01-31 14:00:20,364 INFO  [StoreOpener-b18cb701647c6c31d93b1472b20d009e-1] hfile.CacheConfig: Created cacheConfig for 0: blockCache=LruBlockCache{blockCount=20, currentSize=736.13 KB, freeSize=786.78 MB, maxSize=787.50 MB, heapSize=736.13 KB, minSize=748.13 MB, minFactor=0.95, multiSize=374.06 MB, multiFactor=0.5, singleSize=187.03 MB, singleFactor=0.25}, cacheDataOnRead=true, cacheDataOnWrite=false, cacheIndexesOnWrite=false, cacheBloomsOnWrite=false, cacheEvictOnClose=false, cacheDataCompressed=false, prefetchOnOpen=false
2019-01-31 14:00:20,366 INFO  [StoreOpener-9f22582252e765ab059298d3c4fafa58-1] hfile.CacheConfig: Created cacheConfig for 0: blockCache=LruBlockCache{blockCount=20, currentSize=736.13 KB, freeSize=786.78 MB, maxSize=787.50 MB, heapSize=736.13 KB, minSize=748.13 MB, minFactor=0.95, multiSize=374.06 MB, multiFactor=0.5, singleSize=187.03 MB, singleFactor=0.25}, cacheDataOnRead=true, cacheDataOnWrite=false, cacheIndexesOnWrite=false, cacheBloomsOnWrite=false, cacheEvictOnClose=false, cacheDataCompressed=false, prefetchOnOpen=false
2019-01-31 14:00:20,370 INFO  [StoreOpener-9f22582252e765ab059298d3c4fafa58-1] compactions.CompactionConfiguration: size [128 MB, 8.00 EB, 8.00 EB); files [3, 10); ratio 1.200000; off-peak ratio 5.000000; throttle point 2684354560; major period 604800000, major jitter 0.500000, min locality to compact 0.000000; tiered compaction: max_age 9223372036854775807, incoming window min 6, compaction policy for tiered window org.apache.hadoop.hbase.regionserver.compactions.ExploringCompactionPolicy, single output for minor true, compaction window factory org.apache.hadoop.hbase.regionserver.compactions.ExponentialCompactionWindowFactory
2019-01-31 14:00:20,365 INFO  [StoreOpener-78f16e0d1e4eea6b6f0cc478976ad96d-1] hfile.CacheConfig: Created cacheConfig for 0: blockCache=LruBlockCache{blockCount=20, currentSize=736.13 KB, freeSize=786.78 MB, maxSize=787.50 MB, heapSize=736.13 KB, minSize=748.13 MB, minFactor=0.95, multiSize=374.06 MB, multiFactor=0.5, singleSize=187.03 MB, singleFactor=0.25}, cacheDataOnRead=true, cacheDataOnWrite=false, cacheIndexesOnWrite=false, cacheBloomsOnWrite=false, cacheEvictOnClose=false, cacheDataCompressed=false, prefetchOnOpen=false
2019-01-31 14:00:20,371 INFO  [StoreOpener-b18cb701647c6c31d93b1472b20d009e-1] compactions.CompactionConfiguration: size [128 MB, 8.00 EB, 8.00 EB); files [3, 10); ratio 1.200000; off-peak ratio 5.000000; throttle point 2684354560; major period 604800000, major jitter 0.500000, min locality to compact 0.000000; tiered compaction: max_age 9223372036854775807, incoming window min 6, compaction policy for tiered window org.apache.hadoop.hbase.regionserver.compactions.ExploringCompactionPolicy, single output for minor true, compaction window factory org.apache.hadoop.hbase.regionserver.compactions.ExponentialCompactionWindowFactory
2019-01-31 14:00:20,371 INFO  [StoreOpener-78f16e0d1e4eea6b6f0cc478976ad96d-1] compactions.CompactionConfiguration: size [128 MB, 8.00 EB, 8.00 EB); files [3, 10); ratio 1.200000; off-peak ratio 5.000000; throttle point 2684354560; major period 604800000, major jitter 0.500000, min locality to compact 0.000000; tiered compaction: max_age 9223372036854775807, incoming window min 6, compaction policy for tiered window org.apache.hadoop.hbase.regionserver.compactions.ExploringCompactionPolicy, single output for minor true, compaction window factory org.apache.hadoop.hbase.regionserver.compactions.ExponentialCompactionWindowFactory
2019-01-31 14:00:20,387 INFO  [StoreOpener-9f22582252e765ab059298d3c4fafa58-1] regionserver.HStore: Store=0,  memstore type=DefaultMemStore, storagePolicy=HOT, verifyBulkLoads=false, parallelPutCountPrintThreshold=50, encoding=FAST_DIFF, compression=NONE
2019-01-31 14:00:20,388 INFO  [StoreOpener-78f16e0d1e4eea6b6f0cc478976ad96d-1] regionserver.HStore: Store=0,  memstore type=DefaultMemStore, storagePolicy=HOT, verifyBulkLoads=false, parallelPutCountPrintThreshold=50, encoding=FAST_DIFF, compression=NONE
2019-01-31 14:00:20,390 INFO  [StoreOpener-b18cb701647c6c31d93b1472b20d009e-1] regionserver.HStore: Store=0,  memstore type=DefaultMemStore, storagePolicy=HOT, verifyBulkLoads=false, parallelPutCountPrintThreshold=50, encoding=FAST_DIFF, compression=NONE
2019-01-31 14:00:20,400 INFO  [RS_OPEN_PRIORITY_REGION-regionserver/hadoop02:16020-2] regionserver.HRegion: Opened 78f16e0d1e4eea6b6f0cc478976ad96d; next sequenceid=17
2019-01-31 14:00:20,403 INFO  [RS_OPEN_PRIORITY_REGION-regionserver/hadoop02:16020-1] regionserver.HRegion: Opened b18cb701647c6c31d93b1472b20d009e; next sequenceid=17
2019-01-31 14:00:20,404 INFO  [RS_OPEN_PRIORITY_REGION-regionserver/hadoop02:16020-0] regionserver.HRegion: Opened 9f22582252e765ab059298d3c4fafa58; next sequenceid=17
2019-01-31 14:00:20,415 INFO  [PostOpenDeployTasks:78f16e0d1e4eea6b6f0cc478976ad96d] regionserver.HRegionServer: Post open deploy tasks for SYSTEM.LOG,\x06\x00\x00\x00,1548137049643.78f16e0d1e4eea6b6f0cc478976ad96d.
